teleplay_id,name,genre,type,episodes,members,rating
876,Street Fighter II V,"Adventure, Drama, Mystery, Shounen",medium,29,14002,7.86
12715,The Hakkenden: Shin Shou,"Action, Adventure, Demons, Historical, Martial Arts, Samurai, Shounen",short,7,1127,6.98
8297,Planzet,"Action, Mecha, Sci-Fi",long,1,2923,6.35
25985,Contact,"Comedy, Kids, Sci-Fi",Special,1,102,5.71
10779,Eroge! H mo Game mo Kaihatsu Zanmai,Restricted,short,6,20316,7.03
8752,Message Song,Music,Music,1,168,5.34
5743,Saimin Ryoujoku Gakuen,Restricted,short,3,3023,6.4
4790,Zeno: Kagirinaki Ai ni,"Drama, Historical",long,1,207,5.91
28151,Kujakuou: Sengoku Tensei,"Action, Demons, Historical, Supernatural",ONA,1,181,5.8
5821,Zenmai Zamurai,"Comedy, Kids",medium,30,152,6.33
32073,Otoshidama,"Kids, Music",Music,1,39,5.58
9967,W: Wish Omake,"Harem, School, Seinen",Special,4,802,5.98
2204,Karakuri Zoushi Ayatsuri Sakon,"Horror, Mystery, Thriller",medium,26,6197,6.77
25,Sunabouzu,"Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen",medium,24,65516,7.73
2432,Discipline,"Restricted, School",short,6,15917,6.99
10941,Mushi no Tameiki,Music,Music,1,465,5.76
1025,Kachou Ouji,"Adventure, Comedy, Music, Sci-Fi, Slice of Life",medium,13,16111,7.59
4765,Gunslinger Girl: Il Teatrino OVA,"Action, Drama, Military, Sci-Fi",short,2,15785,7.15
7445,Karo to Piyobupt: Ouchi,Comedy,long,1,351,5.67
18031,Hello Kitty no Happy! Kasou Taikai,Kids,short,1,110,5.83
9988,Otome wa Boku ni Koishiteru: Futari no Elder,"Drama, Romance, School",short,3,10579,6.96
9536,Robin-kun to 100 nin no Otomodachi,"Comedy, Kids",ONA,13,163,6.24
27727,Binan Koukou Chikyuu Bouei-bu LOVE!,"Comedy, Magic, School, Slice of Life",medium,12,45873,7.58
2904,Code Geass: Hangyaku no Lelouch R2,"Action, Drama, Mecha, Military, Sci-Fi, Super Power",medium,25,572888,8.5
2806,Yadamon,"Adventure, Comedy, Fantasy",medium,170,373,6.09
19517,Taabou no Ryuuguusei Daitanken,"Fantasy, Kids",long,1,72,5.46
30056,Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,Comedy,Special,7,14515,6.96
2874,Charm Point 1: Sister&#039;s Rondo,Restricted,short,1,868,5.93
964,Hit wo Nerae!,"Comedy, Ecchi",medium,8,3772,6.27
1957,Ai Tenshi Densetsu Wedding Peach DX,"Adventure, Comedy, Magic, Romance, Shoujo",short,4,3360,6.71
21273,Gochuumon wa Usagi Desu ka?,"Comedy, Slice of Life",medium,12,82999,7.68
1100,Soreyuke! Uchuu Senkan Yamamoto Yohko,"Adventure, Comedy, Sci-Fi",short,3,1735,6.44
1817,DearS: Kin no Tama desu no?,"Comedy, Ecchi, Harem, Romance, Sci-Fi",Special,1,18412,6.61
30892,Boo Boo Boy,"Cars, Kids",medium,26,128,6.12
10448,Rain Town,Drama,ONA,1,12489,7.1
7451,Kid&#039;s Castle,Comedy,long,1,337,5.7
13429,Sakasama no Patema: Beginning of the Day,Sci-Fi,Special,4,16933,7.01
6481,Sugar Bunnies Fleur,Kids,medium,26,228,6.04
9303,Noel no Fushigi na Bouken,"Adventure, Comedy, Fantasy",long,1,133,5.49
18567,Taiman Blues: Ladies-hen - Mayumi,Shounen,short,2,99,5.17
2070,Guy: Youma Kakusei,"Action, Restricted, Sci-Fi, Space",short,2,888,6.13
4387,UFO Robo Grendizer tai Great Mazinger,"Mecha, Sci-Fi",long,1,923,6.09
29730,Ienai Koto The Animation,Restricted,short,2,1973,6.23
6657,Joshikousei: Girl&#039;s High Specials,"Comedy, Slice of Life",Special,3,2920,6.67
10950,Ghost in the Shell: Stand Alone Complex - Solid State Society 3D - Tachikoma no Hibi,"Comedy, Mecha, Sci-Fi",Special,3,3121,6.64
6527,Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,"Action, Comedy, Fantasy, Magic, Shoujo",long,1,2058,6.49
88,Mobile Suit Gundam F91,"Drama, Mecha, Military, Sci-Fi, Space",long,1,13456,7.29
4645,Kirameki no Kyoudai: Sex Crime,"Restricted, Yuri",short,1,751,5.85
31665,Hibike! Euphonium: Kakedasu Monaka,"Drama, Music, School",Special,1,17770,7.35
28149,Nihon Animator Mihonichi,"Action, Dementia, Ecchi, Fantasy, Mecha, Military, Music, School, Sci-Fi, Space, Supernatural",ONA,35,16942,7.13
10077,Sango no Umi to Ouji,Fantasy,short,1,132,5.02
284,Area 88 (TV),"Action, Drama, Military, Romance, Shounen",medium,12,7563,7.25
33078,Ryoku Tama Shinshi,"Comedy, Demons",long,1,33,5.1
31486,Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,"Comedy, Mystery, Super Power",long,1,1167,6.1
23233,Shinmai Maou no Testament,"Action, Demons, Ecchi, Fantasy, Harem, Romance",medium,12,172321,7.23
32606,Onigiri,"Comedy, Fantasy, Supernatural",medium,13,15364,6.98
2263,Sonic★the★Hedgehog,"Adventure, Comedy, Sci-Fi, Shounen",short,2,7297,7.07
7158,Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi,"Comedy, Sci-Fi, Shounen",long,1,553,6.27
12859,One Piece Film: Z,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",long,1,76051,8.11
14027,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,"Comedy, Romance, School, Seinen",short,1,59965,7.28
9770,Hello Kitty no Stump Village,"Fantasy, Kids",medium,26,210,6.41
28979,To LOVE-Ru Darkness 2nd,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",medium,12,73909,7.43
17624,Omakase Scrappers,"Adventure, Comedy, Sci-Fi",medium,39,81,5.91
4147,Doggy Poo,"Fantasy, Kids",long,1,2212,6.75
1623,G-On Riders,"Action, Comedy, School, Sci-Fi",medium,13,2606,6.58
3853,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,"Action, Comedy, Kids, Shounen, Super Power",Special,1,1213,6.9
31680,Super Lovers,"Comedy, Drama, Romance, Shounen Ai, Slice of Life",medium,10,36781,7.75
17263,Hanakappa Movie: Hana-sake! Pakkaan Chou no Kuni no Daibouken,"Comedy, Kids",long,1,92,5.55
26345,Kogitsune no Okurimono,"Drama, Fantasy, Kids",short,1,52,5.61
1133,Tenchi Muyou! GXP,"Action, Comedy, Harem, Mecha, Police, Sci-Fi, Shounen, Space",medium,26,17943,7.61
31988,Hibike! Euphonium 2,"Drama, Music, School",medium,13,47716,7.63
3513,Tanjou: Debut,"Romance, Slice of Life, Supernatural",short,2,392,5.74
67,Basilisk: Kouga Ninpou Chou,"Action, Adventure, Fantasy, Historical, Romance, Samurai, Supernatural",medium,24,98144,8.1
17785,Jungle wa Itsumo Hare nochi Guu: Eizou Tokuten - Maboroshi no Pilot Film,Comedy,Special,1,431,5.78
4056,Masuda Kousuke Gekijou Gag Manga Biyori 3,Comedy,medium,12,1615,6.38
11179,Papa no Iukoto wo Kikinasai!,"Comedy, Romance, Slice of Life",medium,12,97674,7.68
30605,Uwabaki Cook no Tekitou Uranai!,Comedy,medium,125,90,5.7
3577,Kyouran Kazoku Nikki,"Comedy, Sci-Fi",medium,26,20883,7.24
32083,Luck &amp; Logic,"Action, Fantasy",medium,12,48314,7.22
2518,Masuda Kousuke Gekijou Gag Manga Biyori 2,Comedy,medium,12,1846,6.42
2539,Itazura The Animation,Restricted,short,2,4577,6.5
3081,Attacker You!,"Action, Romance, Shoujo, Sports",medium,58,2733,6.97
3421,Kodomo no Omocha,"Comedy, Drama, School, Shoujo",short,1,3118,6.86
22571,Ahiru no Pekkle no Ahiru no Drakestail,"Fantasy, Kids",short,1,129,5.74
6093,Anmitsu Hime,"Comedy, Historical, Shoujo",medium,51,407,6.61
4362,Fireball,"Comedy, Sci-Fi",medium,13,6601,6.83
11447,Yuureisen,Supernatural,long,1,609,5.82
30468,My Melody no Akazukin (OVA),"Fantasy, Kids",short,1,74,5.72
10165,Nichijou,"Comedy, School, Slice of Life",medium,26,254436,8.16
26107,Miitsuketa!,"Drama, Kids",short,1,48,5.53
1415,Lupin III: Bye Bye Liberty - Kiki Ippatsu!,"Action, Adventure, Comedy, Shounen",Special,1,3235,6.82
34104,Knight&#039;s &amp; Magic,"Action, Fantasy, Mecha, School",medium,Unknown,887,5.94
3659,Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen,"Adventure, Comedy",long,1,272,5.9
3046,Shiroki Tenshi-tachi no Rondo,Restricted,short,2,1487,6.12
31430,Terra Formars Revenge,"Action, Drama, Horror, Sci-Fi, Seinen, Space",medium,13,34176,7.57
31004,Niji no Kakehashi,"Drama, Kids",short,1,40,5.81
54,Appleseed (Movie),"Action, Drama, Mecha, Military, Police, Sci-Fi, Shounen",long,1,49553,8.01
2448,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,"Action, Mecha, Sci-Fi",Special,1,16614,6.99
4504,Kinkyuu Hasshin Saver Kids,"Action, Adventure, Comedy, Mecha, Sci-Fi",medium,50,225,6.14
33836,Seiren,School,medium,12,6809,6.63
25375,Moon Pride,"Magic, Music, Romance, Supernatural",Music,1,2478,6.23
30944,Muku Hatojuu no Meiken Monogatari,"Adventure, Drama, Kids",short,1,46,5.99
8081,The Story of Mr. Sorry,"Comedy, Fantasy, Horror",long,1,188,5.36
1797,Animation Seisaku Shinkou Kuromi-chan,"Comedy, Drama, Parody",short,1,5794,6.82
32237,Burutabu-chan,"Comedy, Fantasy, Magic",medium,Unknown,37,4.86
31049,Beyblade Burst,"Action, Adventure, Sci-Fi, Shounen, Sports",medium,Unknown,3221,6.95
30641,Yankee-kun na Yamada-kun to Megane-chan to Majo,"Comedy, School, Shounen",Special,1,7170,6.98
5054,Kojin Jugyou The Animation: Schoolgirl Ready for a Private Lesson,Restricted,short,2,2247,6.3
1597,Panyo Panyo Di Gi Charat,Comedy,medium,48,3207,6.65
19497,Kagerouka-kun,"Fantasy, Kids",short,1,84,5.43
6331,Ten Little Gall Force,"Action, Comedy, Mecha, Military, Parody, Sci-Fi, Space",short,1,701,6.17
18897,Nisekoi,"Comedy, Harem, Romance, School, Shounen",medium,20,347599,8.03
22347,Pandra The Animation: Shiroki Yokubou Kuro no Kibou,"Demons, Fantasy, Restricted, Supernatural",short,2,2889,6.49
2769,Galactic Patrol Lensman,"Action, Adventure, Sci-Fi",medium,25,487,6.18
2933,Mirai Keisatsu Urashiman,"Comedy, Police, Sci-Fi",medium,50,776,6.55
361,Memories Off,"Drama, Romance",short,3,4488,6.63
8211,Dance in the Vampire Bund Recap,"Action, Supernatural, Vampire",Special,1,9758,6.54
2171,Detective Conan Movie 11: Jolly Roger in the Deep Azure,"Adventure, Comedy, Mystery, Police, Shounen",long,1,18847,7.7
2866,Ane☆Haramix,Restricted,short,4,7712,6.71
5454,Yokuwakaru Gendaimahou,"Comedy, Magic",medium,12,17422,7.02
2267,Red Garden: Dead Girls,"Mecha, Mystery",short,1,5652,6.63
2969,Appleseed Saga Ex Machina,"Action, Mecha, Military, Sci-Fi",long,1,28365,7.11
21121,Heart Cocktail Again,"Romance, Seinen",short,1,79,4.89
2938,Idol Densetsu Eriko,Music,medium,51,1776,6.56
28097,Little Twins,"Adventure, Kids",short,3,62,5.49
20583,Haikyuu!!,"Comedy, Drama, School, Shounen, Sports",medium,25,284498,8.88
7367,Naruto: The Cross Roads,"Action, Adventure, Comedy, Shounen",Special,1,22131,7.35
9366,Kaichou wa Maid-sama!: Omake dayo!,"Comedy, School, Shoujo",Special,1,52752,7.45
3015,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,"Action, Drama, Military, Sci-Fi, Shounen, Space",long,1,6579,7.26
12563,Punky Funky Baby,Restricted,short,1,204,5.35
506,Glass no Kamen,"Drama, Romance, Shoujo",medium,23,4218,7.04
348,Binzume Yousei,"Comedy, Fantasy, Magic, Slice of Life",medium,13,12852,7.22
21441,Taisei Kensetsu: Sri Lanka Kousokudouro,Drama,Special,1,1906,6.49
29957,Count Down,,long,1,231,5.47
23897,Lovely Movie: Itoshi no Muco,Slice of Life,medium,20,503,6.09
845,Kiba,"Adventure, Fantasy, Shounen",medium,51,47651,7.81
6919,X-Men,"Action, Drama, Super Power",medium,12,15653,7.13
1863,Silk Road Shounen Yuuto,"Adventure, Fantasy, Historical",medium,26,235,6.05
116,El Hazard: The Wanderers,"Adventure, Comedy, Fantasy, Romance",medium,26,9289,7.07
10353,Okama Hakusho,"Comedy, Seinen",short,3,183,5.32
9520,Zero Tester,"Action, Adventure, Mecha, Sci-Fi",medium,38,181,5.86
1474,City Hunter: Ai to Shukumei no Magnum,"Action, Comedy, Mystery, Shounen",long,1,3368,6.89
4848,Hinadori no Saezuri,Restricted,short,2,634,5.91
25591,Tokyo Juushouden: Fuuma Gogyou Denshou,"Action, Adventure, Shounen, Supernatural",short,3,217,5.89
32598,Tsukushi no Iwai,Historical,short,1,37,5.38
19957,Huckleberry no Bouken (Movie),"Adventure, Drama, Historical",long,1,111,6.18
2875,Chikan Monogatari,Restricted,short,2,2727,6.34
23031,Ashita no Kibou: Kanashimi yo Arigatou - Takae Tsuneo Monogatari,"Drama, Slice of Life",long,1,124,5.54
3602,Ginga Tetsudou 999: Eternal Fantasy,"Action, Drama, Sci-Fi, Space",long,1,1896,6.67
21765,Ari to Hato (1959),Kids,long,1,91,5.66
1423,Lupin III: Napoleon no Jisho wo Ubae,"Action, Adventure, Comedy, Shounen",Special,1,2507,6.76
4709,Aesop&#039;s World,Kids,medium,26,261,6.26
32448,Kirin Ashita no Calendar,"Historical, Kids",medium,1306,59,6.69
31050,Cyborg 009 VS Devilman,"Action, Demons, Sci-Fi, Shounen, Super Power, Supernatural",short,3,3081,6.6
10390,.hack//Quantum: Sore ike! Bokura no Chimuchimu-chan!!,"Comedy, Game",Special,3,5249,6.59
22391,Ring Ring Boy,Dementia,long,1,69,4.53
7745,Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,"Action, Comedy, Shounen, Supernatural",short,1,4277,6.67
8685,Ryuuichi Manga Gekijou Onbu Obake,Supernatural,medium,52,102,5.63
4334,Heroman,"Action, Sci-Fi, Shounen",medium,26,23405,7.4
831,Chicchana Yukitsukai Sugar,"Comedy, Fantasy, Slice of Life",medium,24,14955,7.32
1088,Macross,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",medium,36,44157,7.69
1850,Haou Daikei Ryuu Knight: Adeu Legend II,"Action, Adventure, Fantasy, Mecha",short,3,430,6.0
2373,Mugen no Kyoukai,"Fantasy, Restricted, Supernatural",short,4,958,6.13
4834,Ecchies,Restricted,short,2,456,5.74
12569,Himitsu no Akko-chan (Movie),"Magic, School, Shoujo",long,1,228,5.78
10210,Bug tte Honey,"Adventure, Comedy",medium,51,146,5.56
19849,Peeping Life 5.0ch,"Comedy, Slice of Life",short,10,207,5.78
19973,Ashita no Joe Pilots,"Drama, Sports",Special,2,953,6.65
986,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Special,1,46276,7.76
9856,Manga Nihon Emaki,Historical,medium,46,122,5.71
827,Uba,Restricted,short,2,2437,6.29
2090,Choujikuu Seiki Orguss 02,"Action, Adventure, Mecha, Romance, Sci-Fi, Shounen",short,6,1556,6.64
30045,Shin Saru Kani Gassen,Drama,long,1,86,5.46
26225,"Kii-chan Watashi, Umarete Kite Yokatta!","Drama, Kids",short,1,52,5.55
1271,Kyoukasho ni Nai!,"Comedy, Ecchi",short,2,2237,6.01
24861,Akaoni to Aooni no Tango,Music,Music,1,164,5.39
2273,Mobile Suit Gundam Wing: Endless Waltz Movie,"Action, Drama, Mecha, Military, Sci-Fi, Space",long,1,35711,7.6
849,Suzumiya Haruhi no Yuuutsu,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life",medium,14,428569,8.53
11339,A-Channel+smile,"Comedy, School, Seinen, Slice of Life",short,2,13671,7.16
29483,Rainbow no Anime Bako,Kids,Special,1,56,5.69
2647,Dorami-chan: Mini-Dora SOS!!!,"Fantasy, Kids",long,1,178,5.86
29667,Toumei Ningen,Dementia,long,1,97,4.84
10842,Fullmetal Alchemist: The Sacred Star of Milos Specials,"Comedy, Fantasy, Magic",ONA,4,11981,7.02
28111,Kaitou Gary no Nihonjin Kouryakuhou!,Drama,short,1,62,5.07
1513,Kaette Kita Court no Naka no Tenshi-tachi,Restricted,short,2,1273,6.11
23227,Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,"Comedy, Romance, Seinen, Slice of Life",short,1,21717,7.15
9525,Junod,"Drama, Historical",Special,1,235,6.22
33877,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Hashire! Ryoutsu-shiki Chinchin Densha,"Comedy, Police",Special,1,108,5.61
33604,Mo Jing Lieren 3rd Season,"Adventure, Fantasy",ONA,Unknown,58,5.35
34283,Nobunaga no Shinobi Episode 0,"Comedy, Historical",Special,1,937,6.52
9523,Minori Scramble!,Comedy,short,1,2208,6.18
33868,Kabi Usagi: Kaichuu,Comedy,ONA,1,36,5.04
3442,Ninpou Midare Karakuri,Restricted,short,2,1254,6.12
19169,Go! Go! Kadendanshi,"Action, Seinen",ONA,78,136,5.56
24699,Ai Tenchi Muyou!,"Comedy, Sci-Fi, Shounen",medium,50,15313,7.42
8697,Mizutori,Music,Music,1,275,5.6
18283,Sonyeon 007 Eunhateukgongdae,"Action, Adventure, Mecha, Sci-Fi, Shounen, Space",long,1,68,5.48
4489,Septem Charm Magical Kanan: SP Summer Camp,Restricted,Special,2,958,6.16
7867,Gon,"Action, Adventure, Kids",medium,50,917,6.81
8553,Time Bokan Series: Time Patroltai Otasukeman,"Action, Adventure, Comedy, Sci-Fi",medium,53,341,6.27
32999,"Neko mo, Onda-ke","Comedy, Slice of Life",medium,12,234,5.96
5288,RahXephon Specials,"Action, Drama, Mecha, Music, Mystery, Romance, Sci-Fi",Special,2,2566,7.05
23043,Re Boot,"Drama, Music, School, Slice of Life",Music,1,1544,6.71
22999,Nippon Tanjou,Historical,medium,5,62,5.33
19217,And And,Music,Music,1,470,5.73
23,Ring ni Kakero 1,"Action, Shounen, Sports",medium,12,2224,6.9
407,Tantei Gakuen Q,"Comedy, Drama, Mystery, Police, Shounen",medium,45,16591,8.11
7294,Licca-chan Fushigi na Mahou no Ring,"Adventure, Fantasy",short,2,295,5.77
992,Dual Parallel! Trouble Adventures,"Action, Comedy, Harem, Mecha, Sci-Fi, Shounen",medium,13,10636,7.13
2472,Naruto: Shippuuden Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen",long,1,108170,7.84
33074,Lupin III (2015) Specials,"Action, Adventure, Comedy, Shounen",Special,2,1353,6.64
10110,Mayo Chiki!,"Comedy, Ecchi, Harem, Romance, School",medium,13,192219,7.35
11887,Kokoro Connect,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",medium,13,283847,8.38
2431,Nikuyoku Gangu Takuhainin,Restricted,short,3,1566,6.21
13519,Organic,Comedy,ONA,1,183,5.56
522,Metropolis,"Adventure, Drama, Police, Romance, Sci-Fi, Shounen",long,1,44030,8.01
13785,Uhou Renka,Restricted,short,2,4873,6.51
788,Eiken: Eikenbu yori Ai wo Komete,"Comedy, Ecchi, Harem, School",short,2,15764,6.39
2277,Mahou Yuugi 2D,"Adventure, Comedy, Fantasy, Magic",ONA,24,1877,6.79
3574,Switch,"Action, Mystery, Police",short,2,17871,7.13
24987,Furueru Kuchibiru Episode 0,Restricted,short,1,1953,6.22
22961,Date A Live: Encore OVA,"Romance, Slice of Life",short,1,48432,7.2
825,King of Fighters: Another Day,"Adventure, Drama, Shounen",ONA,4,8497,7.42
16119,Chouyaku Hyakuninisshu: Uta Koi. - Sake to Kikoushi ~ Murasaki Kishikibu to Kintou,"Historical, Josei",Special,1,1029,6.48
9991,Bremen 4: Jigoku no Naka no Tenshi-tachi,"Adventure, Kids",Special,1,249,6.26
3980,Bi-Indoushi Miija: Injoku no Gakuen,Restricted,short,2,1158,6.05
260,Happy☆Lesson (TV),"Comedy, Drama, Harem, Romance, Slice of Life",medium,13,17109,7.33
30695,Pop in Q,"Fantasy, Music",long,1,5207,6.57
3763,Chouon Senshi Borgman: Lovers Rain,"Action, Demons, Sci-Fi, Shounen",long,1,404,6.01
4033,The iDOLM@STER Live For You!,"Comedy, Drama, Music",short,1,6601,6.94
719,Ai no Kusabi,"Drama, Romance, Sci-Fi, Yaoi",short,2,20964,7.07
32353,Bonobono (2016),Comedy,medium,Unknown,760,5.83
10674,Omake,Comedy,long,1,339,5.68
171,Strange Dawn,"Adventure, Drama, Fantasy",medium,13,1865,6.79
21277,Yawaraka Atom,"Comedy, Parody",ONA,7,69,5.16
2805,Onegai! Samia Don,"Comedy, Fantasy, Kids, Magic, Slice of Life",medium,78,472,7.08
2435,Choubatsu Yobikou,"Restricted, School",short,2,1818,6.28
27721,Kasumin,"Fantasy, Kids",medium,26,236,6.39
1942,Rocket Girls,"Adventure, Sci-Fi",medium,12,4794,6.81
3581,Requiem,Restricted,short,2,2413,6.27
6830,Hinomaru Hatanosuke: Inazuma-gumi Tobatsu no Maki,"Action, Historical, Samurai",long,1,432,6.0
539,Tenchi Muyou! Ryououki,"Action, Comedy, Sci-Fi, Shounen, Space",short,6,25902,7.48
2283,Red Baron,"Action, Mecha, Sci-Fi, Shounen",medium,49,1188,6.72
969,Tsubasa Chronicle 2nd Season,"Action, Adventure, Drama, Fantasy, Mystery, Romance, Shounen, Supernatural",medium,26,79166,8.36
33887,Time for Christmas,Music,Music,1,42,5.07
26235,Crayon no Hoshi,"Drama, Kids",short,1,47,5.52
9890,Major: Message,"Comedy, Drama, Sports",short,1,12282,7.42
18329,Meoteoldosawa Ttomae,"Action, Adventure, Fantasy, Magic, Shounen",long,1,66,5.32
23971,Fuku-chan no Zousan Butai,"Comedy, Historical",long,1,68,5.38
7775,Futatsu no Kurumi,Drama,Special,1,552,6.14
6555,Pokemon: Pikachu no Kirakira Daisousaku!,"Adventure, Comedy, Fantasy, Kids",Special,1,3786,7.21
9630,Mini Sengoku Basara Two: Tsukiyo no Katakura-kun,"Comedy, Historical",Special,7,3232,7.03
846,School Rumble Ni Gakki,"Comedy, Romance, School, Shounen",medium,26,93095,7.86
16253,"Umi Da! Funade Da! Nikoniko, Pun","Comedy, Fantasy",long,1,79,5.04
34502,Inazma Delivery,"Action, Comedy, Sci-Fi",medium,10,32,5.27
14039,Katayoku no Khronos Gear,"Action, Sci-Fi",short,1,542,5.42
1620,MAPS,"Adventure, Comedy, Sci-Fi",short,4,1007,6.27
2276,Shin Saishuu Chikan Densha,Restricted,short,3,2163,6.32
1220,Hoshizora Kiseki,"Romance, Sci-Fi",ONA,1,7674,6.63
34321,Fate/Grand Order: First Order,"Action, Fantasy, Magic, Supernatural",Special,1,5005,6.48
5101,Doutei Kawaiya,Restricted,ONA,1,787,6.07
33724,Monster Strike The Movie: Hajimari no Basho e,"Action, Fantasy, Game",long,1,978,5.92
8142,Colorful (Movie),"Drama, Slice of Life, Supernatural",long,1,63263,7.71
14117,Blood-C: Special Edition,"Action, Horror, School, Supernatural, Vampire",Special,2,6993,6.41
2905,Ikkitousen: Dragon Destiny Specials,"Ecchi, Martial Arts, School, Super Power",Special,6,15774,6.76
21681,Hanayamata,"Comedy, School, Seinen, Slice of Life",medium,12,55536,7.73
28623,Koutetsujou no Kabaneri,"Action, Drama, Fantasy, Horror",medium,12,253027,7.9
9627,Kakko Kawaii Sengen!,Comedy,medium,5,590,5.95
2453,Dennou Sentai Voogie&#039;s★Angel,"Action, Drama, Mecha, Military, Sci-Fi",short,3,1132,6.43
11661,Robo to Shoujo (Kari),"Action, Comedy, Mecha, Sci-Fi",ONA,9,1031,6.4
9032,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,"Shounen, Sports, Super Power",long,1,6392,7.08
9375,Netorare: Tanabe Yuuka no Dokuhaku,Restricted,short,1,2042,6.15
20207,Boku no Boukuugou,"Drama, Historical, Kids",Special,1,154,6.62
2161,Skull Man,"Action, Mystery, Super Power",medium,13,16361,7.04
5337,Bakugan Battle Brawlers: New Vestroia,"Adventure, Fantasy, Game, Shounen",medium,52,14694,7.4
19645,Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,"Adventure, Comedy, Fantasy, Kids",long,1,754,6.77
8490,Digimon Adventure 3D: Digimon Grand Prix!,"Action, Adventure, Comedy, Fantasy, Kids, Parody, Sports",long,1,4882,7.57
2521,Haja Kyosei G Dangaiou,"Action, Mecha, Sci-Fi",medium,13,1377,6.27
17831,Inu to Hasami wa Tsukaiyou,"Comedy, Supernatural",medium,12,69526,7.38
20871,Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou,"Comedy, Fantasy, Shounen",Special,1,5123,6.88
1959,Wild 7,"Action, Drama, Police, Shounen",short,2,679,6.52
21843,Shingeki no Bahamut: Genesis,"Action, Adventure, Demons, Fantasy, Magic, Supernatural",medium,12,143701,7.79
29053,Orangutan,"Kids, Music",Music,1,98,5.75
30938,Ijime Juuyon-sai no Message,Drama,short,1,38,5.26
1456,L/R: Licensed by Royal,"Action, Adventure, Mystery, Police",medium,12,2388,6.87
8187,Fumiko no Kokuhaku,Comedy,ONA,1,13829,6.87
6959,GA: Geijutsuka Art Design Class OVA,"Comedy, School, Seinen, Slice of Life",short,1,3284,6.72
31008,Makeruna! Senta: Sayonara Ijime Mushi,"Drama, Kids",short,1,35,5.77
14837,Dragon Ball Z Movie 14: Kami to Kami,"Action, Adventure, Fantasy, Martial Arts, Shounen, Super Power",long,1,66471,7.64
753,Chijoku Shinsatsushitsu,Restricted,short,2,2825,6.34
10533,Fujilog,Comedy,medium,13,275,5.47
31710,Divine Gate,"Action, Fantasy, Sci-Fi",medium,12,83271,7.44
33232,Area 88 Movie,"Action, Adventure, Drama, Military, Romance",long,1,210,5.82
1171,Slayers Excellent,"Adventure, Comedy, Demons, Fantasy, Magic, Shounen, Supernatural",short,3,13842,7.34
2034,Lovely★Complex,"Comedy, Romance, Shoujo",medium,24,235003,7.97
16740,Hanamaru Youchien Special Preview,"Comedy, School",Special,1,1093,6.17
8155,Gegege no Kitarou: Gekitotsu!! Ijigen Youkai no Daihanran,"Adventure, Comedy, Fantasy, Horror, Supernatural",long,1,214,5.32
33846,Yurugaro,"Comedy, Fantasy",Special,Unknown,153,5.44
2187,Shuudan Chikan Densha,Restricted,short,2,1065,6.06
2534,Angelique,"Drama, Fantasy, Romance, Sci-Fi, Shoujo",short,3,3523,6.9
31257,Spacy,Dementia,long,1,131,4.85
8713,Akai Ito,"Drama, Romance, Slice of Life",Special,1,1648,6.65
16,Hachimitsu to Clover,"Comedy, Drama, Josei, Romance",medium,24,130646,7.98
5051,Macross XX,"Action, Mecha",Special,1,1609,6.16
3446,Biohazard: Degeneration,"Action, Horror, Sci-Fi",long,1,20172,6.76
2620,Spider Riders: Yomigaeru Taiyou,"Action, Adventure, Mecha",medium,26,1889,6.56
4820,Be-yond,Restricted,short,2,693,5.89
29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,"Comedy, Drama, Slice of Life",long,1,3089,6.94
2491,Touch: Sebangou no Nai Ace,"Drama, Romance, Sports",long,1,1109,6.64
4398,Kuro Nyago,Fantasy,long,1,1979,6.19
3569,Injuu Seisen: Twin Angels,"Restricted, Horror",short,4,1169,5.98
